datetime,open,high,low,close
2021-04-18 04:00:00,1.03,1.03,1.03,1.03
2021-04-18 08:00:00,1.03,1.03,1.0,1.0
2021-04-18 12:00:00,0.995772,1.01,0.995772,1.01
2021-04-18 16:00:00,1.01,1.01,0.982754,1.01
2021-04-18 20:00:00,1.01,1.01,0.996338,1.0
2021-04-19 00:00:00,1.0,1.01,1.0,1.01
2021-04-19 04:00:00,1.02,1.02,1.0,1.0
2021-04-19 08:00:00,1.0,1.01,0.995939,1.01
2021-04-19 12:00:00,1.0,1.02,1.0,1.01
2021-04-19 16:00:00,1.01,1.02,1.01,1.01
2021-04-19 20:00:00,1.01,1.01,0.988961,0.995962
2021-04-20 00:00:00,0.991214,0.999802,0.988876,0.999802
2021-04-20 04:00:00,1.0,1.01,1.0,1.01
2021-04-20 08:00:00,1.02,1.02,0.997652,1.01
2021-04-20 12:00:00,0.992226,1.0,0.981815,1.0
2021-04-20 16:00:00,1.01,1.01,0.996149,0.996149
2021-04-20 20:00:00,1.0,1.01,1.0,1.01
2021-04-21 00:00:00,0.997557,1.01,0.997557,1.0
2021-04-21 04:00:00,1.0,1.01,1.0,1.01
2021-04-21 08:00:00,0.999784,1.01,0.999784,1.0
2021-04-21 12:00:00,1.01,1.01,0.994566,0.994566
2021-04-21 16:00:00,1.0,1.01,1.0,1.0
2021-04-21 20:00:00,0.998983,1.0,0.988083,0.988083
2021-04-22 00:00:00,1.01,1.01,1.0,1.01
2021-04-22 04:00:00,1.0,1.0,0.996638,1.0
2021-04-22 08:00:00,0.99857,1.0,0.998087,0.999685
2021-04-22 12:00:00,1.01,1.01,1.01,1.01
2021-04-22 16:00:00,1.01,1.01,1.0,1.0
2021-04-22 20:00:00,0.999776,1.01,0.999776,1.01
2021-04-23 00:00:00,1.02,1.02,1.0,1.01
2021-04-23 04:00:00,1.02,1.02,0.998682,1.0
2021-04-23 08:00:00,0.996107,1.02,0.996107,1.02
2021-04-23 12:00:00,1.02,1.02,0.995339,1.02
2021-04-23 16:00:00,1.02,1.04,1.01,1.02
2021-04-23 20:00:00,1.01,1.02,1.0,1.02
2021-04-24 00:00:00,1.01,1.02,1.01,1.01
2021-04-24 04:00:00,1.01,1.02,1.01,1.02
2021-04-24 08:00:00,1.02,1.02,1.01,1.02
2021-04-24 12:00:00,1.01,1.01,1.01,1.01
2021-04-24 16:00:00,1.01,1.01,1.01,1.01
2021-04-24 20:00:00,1.01,1.01,1.0,1.01
2021-04-25 00:00:00,1.02,1.02,1.01,1.01
2021-04-25 04:00:00,1.02,1.02,1.01,1.02
2021-04-25 08:00:00,1.01,1.02,1.01,1.01
2021-04-25 12:00:00,1.01,1.02,1.01,1.01
2021-04-25 16:00:00,1.01,1.01,1.0,1.0
2021-04-25 20:00:00,1.01,1.02,1.01,1.01
2021-04-26 00:00:00,1.02,1.02,1.02,1.02
2021-04-26 04:00:00,1.02,1.02,1.01,1.01
