datetime,open,high,low,close
2021-04-18 04:00:00,0.050787,0.053402,0.050787,0.053402
2021-04-18 08:00:00,0.053977,0.062641,0.053977,0.059316
2021-04-18 12:00:00,0.059218,0.059569,0.058106,0.058965
2021-04-18 16:00:00,0.052318,0.057201,0.052318,0.056182
2021-04-18 20:00:00,0.0563,0.0563,0.052388,0.052388
2021-04-19 00:00:00,0.050304,0.054998,0.050304,0.054998
2021-04-19 04:00:00,0.057122,0.059922,0.057122,0.059922
2021-04-19 08:00:00,0.060834,0.063698,0.060834,0.062711
2021-04-19 12:00:00,0.061105,0.062727,0.058184,0.058184
2021-04-19 16:00:00,0.057927,0.060373,0.057927,0.060373
2021-04-19 20:00:00,0.059045,0.059045,0.05806,0.05856
2021-04-20 00:00:00,0.059961,0.059961,0.057087,0.057087
2021-04-20 04:00:00,0.055188,0.055188,0.053705,0.053705
2021-04-20 08:00:00,0.054694,0.05507,0.053933,0.053933
2021-04-20 12:00:00,0.05211,0.05211,0.047079,0.048737
2021-04-20 16:00:00,0.049275,0.05074,0.049275,0.049555
2021-04-20 20:00:00,0.05039,0.050471,0.048289,0.050471
2021-04-21 00:00:00,0.050952,0.05195,0.050534,0.050534
2021-04-21 04:00:00,0.050685,0.051631,0.050685,0.05112
2021-04-21 08:00:00,0.050853,0.050853,0.049451,0.049875
2021-04-21 12:00:00,0.050446,0.051013,0.050085,0.051013
2021-04-21 16:00:00,0.050232,0.051013,0.050232,0.051013
2021-04-21 20:00:00,0.051309,0.051438,0.051309,0.05141
2021-04-22 00:00:00,0.05137,0.055176,0.05137,0.055176
2021-04-22 04:00:00,0.055766,0.055786,0.055289,0.055289
2021-04-22 08:00:00,0.055443,0.055443,0.051968,0.051968
2021-04-22 12:00:00,0.051368,0.051368,0.048998,0.049531
2021-04-22 16:00:00,0.050016,0.052537,0.050016,0.052537
2021-04-22 20:00:00,0.051906,0.052574,0.051906,0.051929
2021-04-23 00:00:00,0.052921,0.054342,0.052921,0.05432
2021-04-23 04:00:00,0.054519,0.054519,0.051104,0.051104
2021-04-23 08:00:00,0.050305,0.050355,0.049466,0.050355
2021-04-23 12:00:00,0.049025,0.049025,0.042726,0.042726
2021-04-23 16:00:00,0.041133,0.041133,0.038156,0.039219
2021-04-23 20:00:00,0.039172,0.04957,0.039172,0.04957
2021-04-24 00:00:00,0.050449,0.050449,0.049122,0.049981
2021-04-24 04:00:00,0.050166,0.050166,0.048919,0.049451
2021-04-24 08:00:00,0.049591,0.049737,0.049189,0.049737
2021-04-24 12:00:00,0.048912,0.049003,0.048619,0.048619
2021-04-24 16:00:00,0.047909,0.047909,0.046631,0.047786
2021-04-24 20:00:00,0.04783,0.04783,0.045966,0.045966
2021-04-25 00:00:00,0.046432,0.046432,0.044455,0.044455
2021-04-25 04:00:00,0.04561,0.04561,0.044615,0.045484
2021-04-25 08:00:00,0.045544,0.045895,0.045304,0.045304
2021-04-25 12:00:00,0.044894,0.04554,0.044606,0.04554
2021-04-25 16:00:00,0.045401,0.045401,0.044608,0.044608
2021-04-25 20:00:00,0.044528,0.045112,0.044528,0.045112
2021-04-26 00:00:00,0.04585,0.046204,0.04585,0.046159
2021-04-26 04:00:00,0.045972,0.046384,0.045972,0.046264
2021-04-26 08:00:00,0.046232,0.046232,0.044173,0.045233
2021-04-26 12:00:00,0.046167,0.05517,0.046167,0.05517
2021-04-26 16:00:00,0.057591,0.057591,0.056771,0.0572
2021-04-26 20:00:00,0.056474,0.056814,0.056145,0.05655
2021-04-27 00:00:00,0.056414,0.056414,0.056037,0.056037
2021-04-27 04:00:00,0.055979,0.057175,0.055484,0.057147
2021-04-27 08:00:00,0.057618,0.057618,0.056895,0.057544
2021-04-27 12:00:00,0.059134,0.059446,0.059109,0.059446
2021-04-27 16:00:00,0.05969,0.061365,0.05969,0.061365
2021-04-27 20:00:00,0.060963,0.061029,0.060144,0.060619
2021-04-28 00:00:00,0.060339,0.060339,0.05919,0.060208
2021-04-28 04:00:00,0.059535,0.059535,0.05842,0.05842
2021-04-28 08:00:00,0.058058,0.058223,0.057648,0.058223
2021-04-28 12:00:00,0.059096,0.059303,0.058296,0.058296
2021-04-28 16:00:00,0.05776,0.057947,0.056974,0.056987
2021-04-28 20:00:00,0.057607,0.057607,0.056731,0.057445
2021-04-29 00:00:00,0.057758,0.058061,0.057758,0.057773
2021-04-29 04:00:00,0.057293,0.057293,0.056131,0.056131
2021-04-29 08:00:00,0.055418,0.055418,0.054906,0.055139
2021-04-29 12:00:00,0.055011,0.055011,0.053816,0.054467
2021-04-29 16:00:00,0.053988,0.053988,0.052897,0.053699
2021-04-29 20:00:00,0.053809,0.055357,0.053809,0.055357
2021-04-30 00:00:00,0.055964,0.055964,0.053639,0.053639
2021-04-30 04:00:00,0.05416,0.05416,0.052748,0.053013
2021-04-30 08:00:00,0.051563,0.052193,0.05139,0.052068
2021-04-30 12:00:00,0.050851,0.053037,0.050851,0.053037
