DateTime,Open,High,Low,Close
2021-04-18 20:00:00,2.36,2.63,2.36,2.63
2021-04-19 00:00:00,2.45,2.65,2.36,2.65
2021-04-19 04:00:00,2.65,2.65,2.38,2.39
2021-04-19 08:00:00,2.71,2.74,2.4,2.74
2021-04-19 12:00:00,2.47,2.69,2.46,2.69
2021-04-19 16:00:00,2.65,2.65,2.63,2.63
2021-04-19 20:00:00,2.77,2.8,2.49,2.8
2021-04-20 00:00:00,2.72,2.72,2.64,2.64
2021-04-20 04:00:00,2.62,2.67,2.47,2.47
2021-04-20 08:00:00,2.4,2.66,2.4,2.66
2021-04-20 12:00:00,2.59,2.59,2.5,2.5
2021-04-20 16:00:00,2.53,2.55,2.51,2.51
2021-04-20 20:00:00,2.52,2.56,2.52,2.56
2021-04-21 00:00:00,2.57,2.62,2.54,2.54
2021-04-21 04:00:00,2.57,2.64,2.57,2.64
2021-04-21 08:00:00,2.64,2.71,2.64,2.71
2021-04-21 12:00:00,2.7,2.7,2.62,2.62
2021-04-21 16:00:00,2.57,2.63,2.57,2.63
2021-04-21 20:00:00,2.6,2.6,2.56,2.56
2021-04-22 00:00:00,2.53,2.63,2.53,2.63
2021-04-22 04:00:00,2.47,2.62,2.47,2.62
2021-04-22 08:00:00,2.59,2.59,2.54,2.54
2021-04-22 12:00:00,2.53,2.58,2.51,2.51
2021-04-22 16:00:00,2.49,2.51,2.49,2.49
2021-04-22 20:00:00,2.5,2.5,2.39,2.39
2021-04-23 00:00:00,2.43,2.52,2.43,2.49
2021-04-23 04:00:00,2.5,2.5,2.44,2.44
2021-04-23 08:00:00,2.42,2.42,2.2,2.2
2021-04-23 12:00:00,2.14,2.14,1.71,1.83
2021-04-23 16:00:00,1.92,1.92,1.81,1.86
2021-04-23 20:00:00,1.78,2.15,1.78,2.15
2021-04-24 00:00:00,2.0,2.02,1.99,2.0
2021-04-24 04:00:00,2.0,2.04,2.0,2.04
2021-04-24 08:00:00,2.07,2.15,2.06,2.15
2021-04-24 12:00:00,2.22,2.22,2.11,2.14
2021-04-24 16:00:00,2.17,2.23,2.17,2.21
2021-04-24 20:00:00,2.17,2.18,2.1,2.1
2021-04-25 00:00:00,2.07,2.12,2.07,2.08
